Property ID,Property Name,Property Type,Sale/Rent Status,Sale Date,Rent Start Date,Sale Price,Monthly Rent Price,Agent ID,Agent Name,Buyer/Renter ID,Buyer/Renter Name,Buyer/Renter Contact Info,Sale/Rent Conditions,Commission,Closing Date,Lease End Date,Sale Method,Property Manager ID,Property Manager Name,Property Status,Mortgage Info,Open House Dates,Location
65767be5-8edf-407b-b87d-5b48de9aa1a4,558 Nicholas Bypass Suite 772,House,Pending,,,,,1c5f87ac-807a-411e-884e-3ae559cc66bd,Michael Davis,09570dff-71e6-4460-ae06-7926a50576af,Victor Henry,249.697.9559x4320,Auction,0,,,Auction,3d9d0d53-471d-4790-a3b1-5a0ad8af02bc,Kevin Soto,Pending,,,San Antonio
e2b8d3cd-0b00-46b8-80e4-b642041641ff,606 Bryant Spurs,Condo,Sold,02-07-2024,,125327.68,0,87011a00-e1d5-4cda-973e-061ab36dba47,Angela Carlson,602ec488-3695-400f-881d-d4ae19eefaa1,Douglas Jimenez,856.392.0891x990,Agent Assisted,4176,09-03-2024,,Agent Assisted,4691d365-c32b-4da1-9ed3-f2966be782bf,Ashley Davis,Sold,Benefit rich behind thing meeting.,18-03-2024,Phoenix
8431acf2-80ce-4146-8a73-c26694304fcc,61393 Porter Inlet,House,Pending,,,,,a8bed7fb-fa7a-4903-901d-4c7b8cc76e41,Elizabeth Lee,8575d71d-c686-4910-acb5-d23cb8333ac9,Michael Diaz,+1-936-901-2972x48106,Direct Sale,0,,,Auction,8826146a-6cac-4f12-abce-d9d9c06b1ce4,Miguel Turner,Pending,,,Dallas
2975aa95-5c22-4a85-9298-9d5290a580bf,627 Roy Squares Apt. 370,Apartment,Rented,,26-12-2022,0,2605,b4660a15-5dc6-4d1f-b18c-5efd4d7b581b,Margaret Jones,92aa55bf-6560-42db-8c5a-56a5f84203dc,Scott Love,(991)211-0412x6921,Direct Sale,1248.31,,24-02-2025,Auction,38e89b46-8288-4917-be5f-0bf074ffe450,Scott Johnson MD,Rented,,,Chicago
40af3cd1-43e9-42ac-a932-be27f37fce22,68256 Michael Coves,House,Sold,02-05-2023,,953642.19,0,d2d09f66-dbb1-412e-b3ac-69e57cb6a084,Travis Larson,e5537dd9-7486-4f64-aa2c-b9e80da4e047,Stephanie Edwards,001-727-250-4570x21660,Agent Assisted,36014.43,10-07-2024,,Direct Sale,fe6a0991-970d-4ed0-a84f-e3f4332bc0db,Charles Hill,Sold,Tax tell buy citizen run item drive choose.,16-05-2024,New York
3ba18833-e472-47aa-bf86-f7f7fd97a50a,315 Stephen Mountain Suite 627,House,Rented,,24-07-2023,0,2112.74,6880046e-3684-474a-b59d-958e127011f5,Charles Hernandez,409a4c57-9374-4773-918c-b20b264d9363,Christian Cherry,+1-548-565-0458x326,Agent Assisted,821.56,,23-03-2026,Auction,46da7acd-cc83-4418-a54d-35040228d949,Adrienne Ramsey,Rented,,,San Diego
7a04fa3a-d116-4ea2-b8f4-7668b829b2cf,1391 Jackson Crest Apt. 619,Condo,Sold,03-07-2023,,445145.91,0,a2cd3e8b-28dc-4e24-be66-dbc8e989fcf0,Allison Palmer,7d25f159-5544-47e2-a2fc-5bd82482b7c9,Cindy Daniels,449.395.4737,Direct Sale,21717.65,20-06-2024,,Agent Assisted,a571a995-aaf4-40fb-9ced-51ed1fac8e7b,Donna Tran,Sold,Threat stuff admit number ask world current page human.,04-02-2024,Phoenix
d296d86b-9a68-4717-ba24-ec995adb3df8,21806 Mark Valleys Suite 222,Condo,Cancelled,,,,,8305039b-589e-49e7-bc4c-c302064cfdd1,Sydney Rivera,d80e5a76-854f-4d91-ba9d-f764da9e0f93,Daniel Smith,(731)513-2828x36645,Auction,0,,,Direct Sale,3bc0c882-5f6d-4b44-b6cd-fd92f6149e3d,John Walter,Cancelled,,,Chicago
ef928032-a728-423a-aac2-e3dbb6e1c33b,563 Andrea Square Suite 601,House,Cancelled,,,,,7b69bc95-13b3-4619-a12f-50a650798561,Deborah Miller,61bf2015-9238-434e-ae0c-b4b108dc8198,Anthony Leach,515-518-9672x06665,Direct Sale,0,,,Auction,12152456-1ba5-441e-b1d1-a5475eee3b11,Regina Carter,Cancelled,,,Chicago
8ab60a3b-01f6-44e8-a62b-8ef4b086ec51,59322 Terrence Branch,Commercial,Rented,,17-10-2022,0,2965.56,82eeae1b-bb12-46e1-b4f9-e58cbf8326a0,Angela Johnson,a94ac1d0-76c6-4f0e-b777-1f43dbdb2685,William Walker,791.642.7210x9936,Auction,1343.08,,10-08-2026,Direct Sale,a02531dc-24c7-4e23-a612-de2469c632aa,Lisa Turner,Rented,,,Dallas
1f9fe673-4bfc-4dac-bccf-2fe48e905888,651 Brooks Fall Suite 201,Commercial,Sold,23-02-2023,,484009.6,0,0553da53-fd6f-4160-8a19-dc20a9f97de8,David Jackson,9980db44-0d4c-43b3-8941-17c854b13355,Caitlin Mccormick,359-228-7069x691,Auction,25733.67,20-05-2024,,Auction,81f32e4f-39d1-467b-9e7e-1de37373540b,Ariel Gibbs,Sold,Late sister generation control worker science physical.,14-07-2024,Philadelphia
a9f28d8f-9c23-4edb-93f6-233fabab8751,4083 Bird Station Suite 323,House,Cancelled,,,,,6941491c-abd2-42cf-adf1-2d72a550b9d6,Darryl Nelson,f7471b53-6e69-4a08-a6a6-558da430dc96,Melissa Young,-3352,Direct Sale,0,,,Agent Assisted,426bb673-83de-4d58-9373-c41ea4886803,Erica Gill,Cancelled,,,Los Angeles
1214b6d2-81bd-4c44-9084-0fd559de9259,2446 Moore Square Apt. 139,House,Pending,,,,,10a4aa8c-165d-4ed4-acb7-9a994e643a28,David Frazier,dfd722d0-767b-4a45-803e-cb500d32c675,Catherine Campbell,001-912-954-4159x00657,Auction,0,,,Agent Assisted,9759d99c-5c38-48e1-97be-89512d475522,Christina Jacobs,Pending,,,Phoenix
8bfeaa1d-03d7-429e-a3c8-528c32e0badc,1536 Cole Islands,Commercial,Rented,,19-08-2023,0,1586.81,c90f2a20-9733-43b6-bd37-f8b2ad6f6955,Teresa Clark,cf821be2-6894-46b8-861e-ffe4b46e84a3,Catherine Vaughan,(454)334-7897,Agent Assisted,910.65,,16-01-2025,Agent Assisted,47b3f819-66f9-4071-a844-6c9c4a809048,Jacob Robbins,Rented,,,Philadelphia
5983fe5e-e6be-469a-b6f3-8a9eba486b04,458 Mary Avenue Suite 876,House,Pending,,,,,004457d5-a207-4380-ba00-0f3d1b08186b,James Jones,a5e4993b-e8ec-41ad-a8e1-dd1dc04cec8f,Stacy Myers,001-456-961-3178x21981,Agent Assisted,0,,,Direct Sale,5c37df1a-276c-4553-b1d8-7c8f63bb661f,Steven Gutierrez,Pending,,,New York
4b5c4baf-adaa-46bc-af16-9a83a258f261,59170 Sparks Spur Suite 037,House,Sold,16-05-2024,,421701.05,0,e7c0da6e-d632-42bc-94f3-4bf25cae960a,Jerry Simmons,abc5c0c5-199f-4951-85a0-75cd6325adcd,Lisa Barnett,(206)467-8542x1624,Agent Assisted,24757.86,09-09-2024,,Direct Sale,7db8e3f3-6774-47ec-ae12-835ea235986b,Nancy Hartman,Sold,Test entire trade activity doctor audience example week provide about.,01-10-2024,Philadelphia
83fe5627-a718-42b9-9e3d-d3c95518caae,38746 Stevens Estates,Apartment,Sold,28-01-2024,,269539.2,0,5fc0d919-3c1d-4a5e-9bdc-56980fd0f4b9,Crystal Watson,56705682-48fc-4f08-965e-a5f3c1a374c2,Justin Miller,364.630.6763x924,Direct Sale,15246.38,19-09-2024,,Auction,85301fa8-e3dc-4afc-9e37-863d2fea9a7a,Allison Jones,Sold,Life about glass office investment gun choose town.,25-09-2024,Chicago
7418cad5-0354-45d3-98cd-b99856fcd91d,736 Reyes Plaza Suite 649,House,Cancelled,,,,,34eb8303-7b90-4ef0-bb37-80b94dd7f7e7,Brittany Cantu,54358b7a-0e7e-4e0b-a0b0-a6bb970f0610,Emily Dillon,7139415023,Direct Sale,0,,,Agent Assisted,2e70a3f6-949a-4afd-a7c4-a2ea420c13e5,Jill Arnold,Cancelled,,,Los Angeles
31448e5c-ee87-43ef-8a54-e4705a6981f6,365 Raymond Avenue Apt. 368,House,Pending,,,,,012fd41e-1857-4f75-8ef8-5aaf6caf9489,Shelley Blankenship MD,83c5a40b-b760-4081-8ff0-952e2f2398f1,Jennifer Nunez,+1-711-996-5977x0116,Agent Assisted,0,,,Agent Assisted,92f7b023-a78a-4ea5-967b-15710bbf013b,Jesus Mcintyre,Pending,,,New York
88b8f358-1ff4-4be0-91bc-5d2e5712b71d,521 Kennedy Trace,Apartment,Cancelled,,,,,54985690-3f6a-4f00-a1a7-bbd8da2d1432,Amanda Reid MD,081b48bc-bf29-49ce-9f4f-3ce632527616,Peter Patterson,570.737.1089x0172,Agent Assisted,0,,,Direct Sale,81bd8e7c-3a84-4526-9ede-4f7c7cd15514,Kyle Walker,Cancelled,,,Phoenix
de6a38a1-2077-4a6a-973c-84e4e8ede329,22962 Adam Glen Apt. 069,House,Cancelled,,,,,c2c9ff82-6b4f-427f-be5c-f3303d36ef4c,Samantha Johnson,b6c9ec39-705e-4511-b700-5723607698de,Peggy Glenn,001-461-597-8372x67004,Agent Assisted,0,,,Agent Assisted,f357afe8-f5fd-407a-9c8f-0bc3ef290431,Ann Green,Cancelled,,,Houston
fc52015c-5246-47dd-af55-94d51da1cd32,19026 Daniel Street Apt. 514,Apartment,Rented,,29-08-2023,0,1024.38,2512f9f3-6d4d-449a-be5e-08263486e1b3,Russell Sellers,4774e812-280b-4fa0-83bf-d143d0869185,Sara Hoffman,+1-495-223-9153x923,Agent Assisted,712.4,,07-04-2025,Direct Sale,e47f68b6-7d3b-4b37-97fb-1d6c3562049e,Mrs. Ann Gillespie,Rented,,,New York
efdc9a0c-4d8b-4012-8de1-bc70ab7500ad,94401 Ware Views,House,Cancelled,,,,,4d0e03b3-daa5-488c-9399-7df35498642c,Richard Dalton,9d1572b4-e0f9-4bfd-8709-bafd35a34034,Harold Silva,(909)634-0664,Auction,0,,,Auction,ecbfb1a4-cac2-42e3-92be-997a28182dbd,Rachel Massey DVM,Cancelled,,,Houston
669c21c4-7beb-4af4-acd8-511f4ddb735c,7340 Larry Fort,Apartment,Cancelled,,,,,29d7a749-ad08-41e5-8beb-a9fc6e6e2cda,Nicholas Garner,557accdb-a7f7-4af2-aa68-412101887057,Jocelyn Baldwin,375-547-6923x2558,Direct Sale,0,,,Direct Sale,4afbc5bc-bb60-4c03-905f-45ed1e2865a4,Gregory Wilkinson,Cancelled,,,Chicago
832da31d-51ec-43f6-b45e-6fca5830b1cc,7051 David Glens Suite 541,Apartment,Pending,,,,,d7c34829-ee23-4d34-aa6d-02123a3b983f,Stacy Ward,fce3f84a-12dc-43ac-88bd-c932378c41dc,Alan Gibson,-10154,Agent Assisted,0,,,Auction,84fb845a-d409-48c5-8e19-164cd5e05c73,Alicia Martin,Pending,,,San Antonio
848ca633-aee8-4768-8476-e1d2ebab7fe6,5122 Bishop Island Apt. 663,House,Cancelled,,,,,72904940-ea2f-44d8-a6fd-adb30f1a9511,Edward Valdez,e8896c80-d511-4a0e-a1ca-dc7cb5254e98,Charles Wallace,+1-598-514-8420x840,Direct Sale,0,,,Direct Sale,41afbde4-8533-400a-9fb9-7c7297679da9,Melissa Sellers,Cancelled,,,Philadelphia
351207e9-6c9d-48e6-aabe-0cb2756bc8ef,5350 Patrick Road Apt. 449,Apartment,Sold,08-10-2024,,496082.15,0,2337a5b3-7fc8-4bd5-bbed-87b1508d8c80,Linda Davis,738dad6b-bbd0-44ae-8ef6-e7699e12d393,Laura Williams,(375)618-8292x8065,Agent Assisted,26103.64,26-01-2024,,Auction,ee8d86dd-c4b9-4774-959b-c013ae9626f1,Misty Ramsey,Sold,Stop across site grow Republican stock else three agency executive.,05-02-2024,Los Angeles
2e0d896d-6a05-49ef-8979-216844ed7657,306 Ross Run Apt. 412,Commercial,Sold,08-06-2024,,242570.37,0,c14ef7ab-dec4-4d9e-8b1f-bbfeb6c9ca5c,Richard Webb,7e60f4ef-f8c8-4efd-8fe9-0c9bb8ca95c9,Shawn Wilson,(416)408-0275,Auction,12479.27,25-03-2024,,Direct Sale,8fd0a743-0ce5-4751-baf1-8be638ecca14,Katherine Jones,Sold,Seek office along all rather power onto message.,17-10-2023,Philadelphia
9b9bf029-1577-42e4-87a5-5b7d23d26ad3,44585 Jasmine Cliffs,House,Pending,,,,,ca4eeace-4d90-45a6-bc88-7a03717e28fb,Dr. Alyssa Henderson,36919d07-e117-48c8-af71-37ab7f2b3686,Nathaniel Jackson,920-315-2773x97109,Direct Sale,0,,,Auction,81c0187c-7769-4855-b97b-66ffc91e5fb8,Tyler King,Pending,,,San Jose
590378cc-ac76-4693-9760-f9a10ea26e02,7092 Brown Harbor Apt. 341,House,Sold,22-10-2022,,888890.55,0,01a37e87-a74a-45df-8165-ec2ace23ca87,Ann Green,32ae179a-253b-4cb9-8e66-3fc4dfd98231,Chase Sanchez,738.983.9433x2110,Auction,31257.48,15-10-2023,,Auction,fbacb282-5972-448d-9cdd-af4868907ef7,Kelly Farrell,Sold,Figure make hold west form tree art attorney.,26-09-2024,Chicago
12d59c73-5874-4951-b061-4aa8b5b07e52,2169 Williams Port Suite 228,House,Cancelled,,,,,8d3b7e05-5eb2-46a1-8003-b84547df0a06,Melissa Wright,fa8b33d9-bf37-46e6-984b-66b03fce15f9,Mark Lamb,744-952-0291,Auction,0,,,Agent Assisted,8464bd35-877b-4275-a704-13ebf1be3811,Caleb Brock,Cancelled,,,Chicago
1d48d1f7-f511-4cf4-9870-583d20106e3c,1071 Audrey Row,Commercial,Sold,01-08-2024,,577687.74,0,0b493473-2312-4074-a51c-24a67819f2c4,Angela Cross,21e21701-df76-4fa4-95f6-34a8bc1eff11,James Hudson,772.738.8149x0036,Agent Assisted,23736.94,16-07-2024,,Direct Sale,53e0dd83-aeea-4e9a-86ab-0fc92cc764ba,Anthony Stark,Sold,Save Republican until choose enough garden design likely consider.,31-07-2024,San Antonio
7483db55-62c7-4951-81b1-69976629a66b,44745 Gonzalez Alley Suite 745,Condo,Sold,21-05-2023,,875864.65,0,b805a176-942b-467e-90e5-f8060e215b16,Corey May,9120eb15-cf68-46b4-9447-6ab8697419dc,Katherine White,527-963-3358x930,Direct Sale,38231.14,01-04-2024,,Agent Assisted,00a737e8-c787-43ef-a2b1-1864b273aa3d,Mark Hernandez,Sold,Control gas outside new bill sea your mind television.,17-04-2024,Los Angeles
289dc8c3-1034-481b-9869-59ac00f1c2e8,593 Megan Ramp,House,Cancelled,,,,,174af4ed-6f1c-4320-a376-60a2e1a781cf,Ryan Rojas,a45cc2d1-d8c0-4c33-91ba-e9e95b2e4969,Sharon Garcia,(905)362-2664x6573,Direct Sale,0,,,Auction,b530db25-9be9-44f3-acc5-7ba06da1ba3c,Christopher Ford,Cancelled,,,Dallas
a3502376-c29e-4426-b3dc-7a80613fbdec,6566 Reeves Island,Condo,Pending,,,,,aa631838-a6f6-4fd0-9631-31d7db0dbad3,Paul Gray,1b5a9bcb-b1c8-4b88-9924-4f933ed82d90,Christopher Hunt,735-281-9470,Agent Assisted,0,,,Agent Assisted,750a8eb3-6020-4c13-8aba-669fb3b05571,Roy Dickerson,Pending,,,San Diego
d1de4319-9817-491a-b9e6-a5a5be7d2f26,5207 Cox Valley Suite 908,Apartment,Pending,,,,,42a69ffd-33ff-407e-ab27-7f13ab8a768f,Mark Gonzales,96c8d902-a619-4888-b4bf-5437ad513eda,Hunter Flores,883-243-2440x86889,Direct Sale,0,,,Direct Sale,3bc6c171-98d5-453a-99cc-28a96040607a,Barbara Wilson,Pending,,,Houston
128f8001-8e87-4aed-8944-4d76cc5a5e7f,332 Rice Shores Apt. 652,House,Sold,19-01-2023,,251030.77,0,3d7bd2b6-5439-4414-ac0b-5184cd4c9904,Sophia Parks,ec84721e-059d-46b9-8483-e7c8e32dea52,Troy Thompson,8472972009,Direct Sale,10264.32,04-09-2024,,Direct Sale,5928d73c-3c74-47b0-adb1-c6c3aa0233b3,Timothy Dixon,Sold,Tough general with reach myself ten course bit.,01-09-2024,San Antonio
74a3fe11-b000-4d75-855f-820c7ba7d758,6869 Scott Valleys Suite 037,Commercial,Pending,,,,,c40d262f-9192-4249-ab4a-2950a5505e01,Daniel Mitchell,a63d181e-523c-4376-b4e9-842fcaa95e5d,Madison Mcguire,238.945.9241x62212,Auction,0,,,Agent Assisted,94ad87c5-c078-48fb-8472-115b7470e693,Gabriel Ward,Pending,,,San Antonio
