Property ID,Tenant ID,Tenant Name,Unit Number,Lease Start Date,Lease End Date,Rent Amount,Payment Status,Property Address,Tenant Contact Info,Property Manager ID,Property Manager Name,Location,Sale Date,Complaint ID,Complaint Date,Complaint Type,Complaint Description,Complaint Status,Assigned Personnel,Resolution Date,Resolution Description,Priority Level,Maintenance Cost
4d0ab6fa-a10b-4e3e-a0ea-926966fd3c09,ec7974a9-55a4-4c35-95d4-3d2616b92e3d,Lisa Arnold,77052,29-07-2023,27-09-2025,2464.95,Overdue,"5907 Brian Mews
South Brookemouth, CT 12251",(910)849-9475,d593ab10-95a9-415e-9337-f830c0635666,Joseph Brown,Philadelphia,,,,,,,,,,,
52a7e52e-be4b-41fd-8c63-78332f1519c3,2c7fcf7d-637b-489e-8261-4db4a3d34bb9,Albert Garcia,56384,,,,Paid,"22002 Lewis Lights Apt. 598
Lake Vincentland, OK 22374",(438)934-6714,49454df6-6643-4011-b920-ad09576d82da,Laura Smith,Philadelphia,01-09-2023,15ff9abb-e709-4313-ae9d-38d82f3a0c65,25-03-2023,Security,Personal drug nation. Fine push top throw guess. Total edge today.,Resolved,Robin Stone,23-04-2023,Certain both east amount her unit director herself sell right mother card.,Low,4881.13
428e8b2c-15cc-4bf4-87f1-400882cbe62e,1793624b-3e4e-4f77-87e7-d4c4a0edbbee,Christopher Johnson,21359,28-05-2023,12-09-2026,1466.6,Paid,"49882 Seth Centers Apt. 048
Port Frances, FM 58581",001-814-911-2736x5120,1b59655c-d378-43b6-8d2e-58ae0758ef8d,Austin Finley,Philadelphia,,,,,,,,,,,
b2f8521a-c238-4cb5-9910-e8552db056c7,c584a0b5-35d5-45b3-b1ba-755b95894904,Rodney Dennis,847,,,,Paid,"448 Kristin Turnpike
Port Jeffery, OH 40116",534-270-0418x9194,480b9820-28ea-429d-99b7-cd1537a29b3d,Patrick Barker,New York,11-09-2023,933fc5da-323b-4a9f-a97b-2e2b0a7c8062,27-10-2023,Maintenance,Prove detail bed sign. Single not century Congress soldier Congress hope. Those teach total will.,Open,Kristina Williams,,,High,1808.76
e2b8d3cd-0b00-46b8-80e4-b642041641ff,602ec488-3695-400f-881d-d4ae19eefaa1,Douglas Jimenez,10695,,,,Paid,"7383 Kimberly Fort
Michaelberg, HI 08850",943.775.6962x83712,4691d365-c32b-4da1-9ed3-f2966be782bf,Ashley Davis,Phoenix,02-07-2024,,,,,,,,,,
2975aa95-5c22-4a85-9298-9d5290a580bf,92aa55bf-6560-42db-8c5a-56a5f84203dc,Scott Love,1620,26-12-2022,24-02-2025,2605,Paid,"345 Stephanie Forest Suite 498
New Timothymouth, TX 13376",001-850-765-0417x536,38e89b46-8288-4917-be5f-0bf074ffe450,Scott Johnson MD,Chicago,,,,,,,,,,,
40af3cd1-43e9-42ac-a932-be27f37fce22,e5537dd9-7486-4f64-aa2c-b9e80da4e047,Stephanie Edwards,838,,,,Paid,"PSC 9425, Box 1259
APO AA 75597",424-726-0874x34782,fe6a0991-970d-4ed0-a84f-e3f4332bc0db,Charles Hill,New York,02-05-2023,,,,,,,,,,
3ba18833-e472-47aa-bf86-f7f7fd97a50a,409a4c57-9374-4773-918c-b20b264d9363,Christian Cherry,6986,24-07-2023,23-03-2026,2112.74,Paid,"39586 Blanchard Prairie Apt. 222
Hansenmouth, IA 29791",(335)736-1372,46da7acd-cc83-4418-a54d-35040228d949,Adrienne Ramsey,San Diego,,,,,,,,,,,
7a04fa3a-d116-4ea2-b8f4-7668b829b2cf,7d25f159-5544-47e2-a2fc-5bd82482b7c9,Cindy Daniels,2278,,,,Paid,"2361 Reyes Spurs
Amberstad, PA 03316",(282)423-0852x91080,a571a995-aaf4-40fb-9ced-51ed1fac8e7b,Donna Tran,Phoenix,03-07-2023,e9efdfcd-2a1b-47e5-b13b-b82cd8426378,02-10-2023,Security,Behavior whole decade prevent second capital suddenly. Easy most indeed. Data finally whole past.,Open,Amber Hardy,,,Low,3621.62
8ab60a3b-01f6-44e8-a62b-8ef4b086ec51,a94ac1d0-76c6-4f0e-b777-1f43dbdb2685,William Walker,97655,17-10-2022,10-08-2026,2965.56,Paid,"PSC 2611, Box 2975
APO AP 13372",(693)473-6597x92040,a02531dc-24c7-4e23-a612-de2469c632aa,Lisa Turner,Dallas,,,,,,,,,,,
1f9fe673-4bfc-4dac-bccf-2fe48e905888,9980db44-0d4c-43b3-8941-17c854b13355,Caitlin Mccormick,270,,,,Paid,"221 Paul Valley Apt. 008
New Loretta, CA 62553",+1-593-661-8781x94422,81f32e4f-39d1-467b-9e7e-1de37373540b,Ariel Gibbs,Philadelphia,23-02-2023,,,,,,,,,,
8bfeaa1d-03d7-429e-a3c8-528c32e0badc,cf821be2-6894-46b8-861e-ffe4b46e84a3,Catherine Vaughan,574,19-08-2023,16-01-2025,1586.81,Overdue,"9551 Douglas Shoals Suite 734
East Billy, NY 47184",367-762-7500x9597,47b3f819-66f9-4071-a844-6c9c4a809048,Jacob Robbins,Philadelphia,,,,,,,,,,,
4b5c4baf-adaa-46bc-af16-9a83a258f261,abc5c0c5-199f-4951-85a0-75cd6325adcd,Lisa Barnett,40311,,,,Paid,"53784 Laura Drive
East Erica, AL 36523",+1-860-854-7128x432,7db8e3f3-6774-47ec-ae12-835ea235986b,Nancy Hartman,Philadelphia,16-05-2024,e2916952-4629-4eca-b009-684ab85d2759,26-07-2024,Maintenance,Office sound citizen story green wind she.,In Progress,Angelica Short,,,Medium,3233.84
83fe5627-a718-42b9-9e3d-d3c95518caae,56705682-48fc-4f08-965e-a5f3c1a374c2,Justin Miller,8880,,,,Paid,"66870 Long Spur Suite 758
Taylorfort, MP 85587",+1-632-474-0663x4784,85301fa8-e3dc-4afc-9e37-863d2fea9a7a,Allison Jones,Chicago,28-01-2024,e957beb3-019a-458a-a91f-07bb162563a4,21-07-2024,Security,Thousand agency interview skill hold against reveal.,In Progress,Audrey Short,,,Low,1307.99
fc52015c-5246-47dd-af55-94d51da1cd32,4774e812-280b-4fa0-83bf-d143d0869185,Sara Hoffman,874,29-08-2023,07-04-2025,1024.38,Paid,"20148 Santos Curve Apt. 095
Ashleytown, MO 19631",866-504-5316x73068,e47f68b6-7d3b-4b37-97fb-1d6c3562049e,Mrs. Ann Gillespie,New York,,,,,,,,,,,
351207e9-6c9d-48e6-aabe-0cb2756bc8ef,738dad6b-bbd0-44ae-8ef6-e7699e12d393,Laura Williams,46389,,,,Paid,"46404 Jacob Street Apt. 618
Brianberg, OH 07103",934.222.1842x0121,ee8d86dd-c4b9-4774-959b-c013ae9626f1,Misty Ramsey,Los Angeles,08-10-2024,14be41b9-b230-42cd-b65c-942b1ad79d7e,19-07-2024,Billing,"Area north while join. Power eye another.
Pretty career detail public chance.",Resolved,Jonathan Finley,04-08-2024,Assume determine student tax same whatever toward quite.,High,3746.98
2e0d896d-6a05-49ef-8979-216844ed7657,7e60f4ef-f8c8-4efd-8fe9-0c9bb8ca95c9,Shawn Wilson,749,,,,Paid,"76930 Christy Passage
Danielburgh, NV 19417",513.598.9411x9391,8fd0a743-0ce5-4751-baf1-8be638ecca14,Katherine Jones,Philadelphia,08-06-2024,e1f9a6a3-675d-4d87-90c7-513d65464630,08-02-2024,Billing,"Money parent sit beat conference see.
Subject writer call old.",Open,Patrick Carter,,,Medium,1666.23
590378cc-ac76-4693-9760-f9a10ea26e02,32ae179a-253b-4cb9-8e66-3fc4dfd98231,Chase Sanchez,2654,,,,Paid,"6230 Christopher Station
Farrellbury, AS 61622",697-908-9425x5680,fbacb282-5972-448d-9cdd-af4868907ef7,Kelly Farrell,Chicago,22-10-2022,,,,,,,,,,
1d48d1f7-f511-4cf4-9870-583d20106e3c,21e21701-df76-4fa4-95f6-34a8bc1eff11,James Hudson,761,,,,Paid,"371 Wood Radial Apt. 967
New Patricia, WY 69310",(450)923-3723x95551,53e0dd83-aeea-4e9a-86ab-0fc92cc764ba,Anthony Stark,San Antonio,01-08-2024,,,,,,,,,,
7483db55-62c7-4951-81b1-69976629a66b,9120eb15-cf68-46b4-9447-6ab8697419dc,Katherine White,955,,,,Paid,"8453 Christine Corner Suite 640
Smithstad, NH 82038",995-471-2980,00a737e8-c787-43ef-a2b1-1864b273aa3d,Mark Hernandez,Los Angeles,21-05-2023,abdda11f-0cb5-44d9-9c75-029fcfc2cd6d,16-03-2024,Noise,Partner long similar. Generation century never trial among experience reach.,Resolved,Gary Chavez,07-04-2024,Work brother security discuss third edge morning party certainly consider government.,Low,1308.32
128f8001-8e87-4aed-8944-4d76cc5a5e7f,ec84721e-059d-46b9-8483-e7c8e32dea52,Troy Thompson,869,,,,Paid,"17283 Wyatt Villages Apt. 055
Port Marymouth, WY 63656",+1-432-246-6401x53284,5928d73c-3c74-47b0-adb1-c6c3aa0233b3,Timothy Dixon,San Antonio,19-01-2023,4c562b36-63db-4d3d-b12d-7e0c1be13180,21-08-2024,Billing,Stay hundred now yes might. Huge upon effort someone.,In Progress,Victoria Mayer,,,High,1501.17
db4e874b-b919-4bfc-a3b1-e16cbf8837af,f41761ce-1e8d-4d6a-ba52-5f0cf8504ea2,Brandi Reilly,3509,27-01-2023,30-06-2026,907.58,Paid,"8071 Schwartz Ridges
New Michellemouth, KY 36837",573.472.3218,519f53b3-d6f1-4af3-afa1-4e3d303d4016,Barbara Shannon,San Antonio,,,,,,,,,,,
0b783b8e-e142-4aee-aaa7-8d4658967cba,17b926c1-b5c1-42f5-88d0-1122c93cf62c,Lisa Ramsey,85567,,,,Paid,"732 Andrea Mountains
Melindaville, WY 91739",969.468.6350,a8f7a8d5-6827-4902-a11d-fb6cf1765342,Alexander Klein,Houston,24-08-2024,,,,,,,,,,
28f00db9-1c1e-4749-ad8a-c09f336596cb,b92529f8-3eca-4cd2-889f-13ec20ad6f06,Joel Dixon,6614,14-03-2023,20-05-2026,1149.66,Paid,"537 Walker Common Suite 761
Johnsonburgh, SC 35950",001-693-644-7116,cc7d30f9-ec45-4952-8b8e-72a94b515c47,Benjamin Jarvis,New York,,8e2705c3-5281-4639-847a-9d34497028ba,06-10-2024,Noise,Treatment money smile bill. Wait each cell try can. Customer decade someone ball kid crime.,Resolved,Regina Fuller,24-10-2024,Forward author agency soon bank force myself difference.,High,518.74
1c1640c0-22e0-4739-87f2-a9c44b0214f7,c86c279c-144c-48c9-bd47-e56b5b6a8e9f,Wesley Hodge,95055,16-10-2022,04-12-2025,2335.92,Paid,"67222 Christopher Locks
North Ryan, CT 93968",403-824-1708x2809,4bf0b58a-d4f7-4aa6-a3d3-7abb8464c961,Darrell Robinson,San Jose,,a829aa03-273a-4d50-9ee7-2bd5b7c4a124,18-06-2024,Noise,Nearly since least probably president already. His your approach election. Agree wind bank manager.,Resolved,Robert Martinez,01-07-2024,Would first high throughout paper capital.,Low,3710.5
e619421e-bfc4-4ffd-ab52-c847a17d2933,034d9af5-7c83-4e3c-b095-16e88098c421,Daniel Payne,51023,,,,Paid,"1026 White Run
South Carlostown, MH 91737",969-528-2048,75b6ee9b-566d-4b3f-8c93-0eb749d369e6,Judy Jones,Phoenix,20-09-2023,,,,,,,,,,
12757de3-27a5-48b5-bda7-8197a39bf73c,0f4573f6-768e-48a5-a24c-966c39b1def9,Alexandra Medina,276,,,,Paid,"792 Jackson Via Suite 313
Duranview, OH 31041",832.997.1229,ede1c0d0-b9d0-413c-9a8b-8eb777b76edd,Anthony Smith,Dallas,10-08-2024,b24639c0-0e06-45df-8862-81beefbbff1a,03-06-2023,Noise,Box too what detail. Environmental history surface start.,In Progress,David Wade,,,Low,446.66
5d78e9a3-221c-48b3-9124-6894612c9aa4,963b6cd8-9497-4672-947f-57c214a25068,Brittany Barnes,81929,05-12-2022,18-03-2026,1484.3,Overdue,"7377 Trujillo Cliffs Suite 020
Wolfestad, MD 69482",348-905-4403,e92aa40e-a99f-4530-ba81-22658648e423,John Serrano,Dallas,,69d5460e-12e3-4922-a92f-92a36377ab4e,09-05-2023,Maintenance,Hit present agree pattern show this. May social cost best data south.,In Progress,Joshua Bryan,,,High,3727.14
b7a85154-bd83-4ed4-8ffa-b49b18d99794,e57db79a-8aca-42fc-9ce4-4061837d99e2,Mary Taylor,46823,06-02-2023,16-04-2026,2051.59,Overdue,"412 Amy Mall
North Davidfurt, AL 30208",+1-567-223-8913x1488,f66b3374-57fd-4697-b10c-055d6b634aa0,Laura Richards,San Jose,,,,,,,,,,,
82837a5b-f207-4d7d-988d-fd258b2e32ca,401784cd-bc27-4d7b-bf06-34c8d457d145,Alexandra Martin,11073,,,,Paid,"0514 Matthew Row
Johnsonville, PA 86823",6653221224,6e338b1e-5508-49fe-a375-aa50be67f535,Lisa Norton,San Jose,25-07-2023,,,,,,,,,,
c402516b-5da2-429c-94a8-1d9568ef67ce,dfbff2e1-e1f7-4841-ad85-d5cb44e3fb4f,Betty Clark,361,,,,Paid,"7687 Turner Ville Suite 352
Kingburgh, MP 51741",361-706-7751x670,b34606d8-1da8-4b4b-bd3c-85a930d74524,Danny Black,Phoenix,12-02-2023,f4e3533d-7ec1-4be5-8740-f5f254091cfa,03-06-2023,Billing,Book new right cause. Now yet forward worry. Network bag suddenly heavy kitchen.,Resolved,Hannah Baker,30-06-2023,Everyone social fact first sense none ability describe music.,Medium,2914.96
fff99c97-c10a-4d62-ba04-87b5a98de587,c5e199ae-45b7-4285-8430-861befdec228,Michael Wilkinson,18144,21-01-2023,29-04-2025,1781.53,Overdue,"16344 Amy Causeway Suite 343
Port Kentfurt, FL 16369",001-847-871-0636x8566,1d6458eb-4200-4faf-b827-5634ad8efc19,Robert Miller,San Diego,,,,,,,,,,,
3efee944-739f-40b8-82b6-f89c3ec9dfa5,42c3d086-b3d2-4474-99ab-08a7267bfff6,Lisa Price,4827,,,,Paid,"22390 Barbara Brook
Melissashire, PW 30925",(768)487-1914x61587,404ff90c-bf45-4c55-a0a5-f1b8ec42d910,Rodney Woods,Houston,19-01-2023,,,,,,,,,,
4f1c0fe4-f9e8-4b9e-b7ba-8dbb4e1c08f4,ac066608-8ad9-46e1-a424-90f58dcc75e8,Rachel Fernandez,9557,,,,Paid,"2197 Eric Lights
Nicholasport, PW 57614",001-601-408-6993x70421,a60af98d-fe5c-4a9e-8111-06b7e57be425,Monica Brown,New York,11-07-2024,,,,,,,,,,
6da13ee3-9f80-4016-b713-0b990213eea9,399727e4-c41c-4cfa-a76c-b37c4a60c360,Alan Miles,4280,,,,Paid,"801 Cooper Valleys
New Juanfort, TN 07906",9566665332,fd7d1c5a-816c-4ef0-92ae-ee1b785b8e68,Xavier Velazquez,Phoenix,03-11-2023,,,,,,,,,,
79b5b1f2-79c2-4c9d-a288-b3ad7979a643,d728985f-2a7b-4284-88e6-399366d496ed,Lori Conrad,556,27-07-2023,18-12-2024,920.61,Overdue,"53243 Kimberly Springs
Robertberg, CA 92175",-9150,4b810d32-cf94-4340-9278-10fa0e08e266,Andre Lowe,New York,,d4b4bb79-2bac-4ff0-9ce1-68eb7d1932b8,30-05-2023,Noise,Training laugh program. Environmental news certainly west democratic. Memory imagine woman himself.,Resolved,David Hoover,17-06-2023,Perform outside pressure view hair democratic remain claim PM receive environment she citizen dark.,Low,3786.58
5833f2de-5fb0-49f8-9910-ed891ccabe7f,849ee218-15d5-40e6-8ec2-84b463bcafa0,Brenda Stevens,9044,,,,Paid,"PSC 9055, Box 0722
APO AE 42698",001-447-692-5194x4588,3bf956d7-05aa-474e-8350-777e823bb9ff,Jeffrey Mitchell,San Diego,02-12-2022,,,,,,,,,,
97a2f6ea-be1b-4657-b017-5ed850dc6634,deb1d34f-3736-4cb5-a072-5819ac920057,John Marquez,5445,02-10-2023,09-03-2025,1518.1,Overdue,"491 Medina Pine Suite 540
Morganview, MT 20436",-3506,aa4ed5b1-df7b-423f-8601-598cda8e0987,Wanda Anderson,Philadelphia,,9d31bc69-0fcb-44b8-8a67-13682e50eb08,27-01-2024,Noise,"Message buy employee.
At model dog someone sea next blood without. Too strong soon civil activity.",Resolved,Mr. Eric Martinez Jr.,21-02-2024,Order above data office at find.,High,414.68
d618edd8-a680-4ce9-8102-121e6398efb8,b72ee6cf-6b92-4629-9833-a4e8dbfa2518,Cindy Turner,940,05-01-2023,19-02-2025,1722.24,Overdue,"830 Petersen Place Suite 726
Williamsborough, KS 69898",001-317-810-2059,80475aca-0b47-40c6-8b9d-4bb82156f655,Frank Owens,San Jose,,,,,,,,,,,
c8126c51-e291-4a38-9b60-06897f2bdd6b,b8ff41bf-e6a6-454f-a005-0d487f48b0c7,Angela Jenkins,678,,,,Paid,"06295 Tate Lock
Adamsfurt, RI 04401",4236129216,31e408a4-96fe-4a48-867e-d95791dba95f,Tiffany Crawford,New York,30-07-2024,74f8bd8b-e5e0-4d59-9ef2-74a6aa0296cd,01-10-2023,Security,Against career rule to catch face. Company enter partner that. Concern yourself live suddenly.,Open,Ms. Michelle Henry MD,,,Low,496.54
2c38d929-971a-41c6-b1cc-2a21e65a788e,e3718b7e-1af1-492d-a520-7ca6f4fea25b,Dana Richard,77,,,,Paid,"0542 Sarah Springs
Lewisburgh, KY 25053",(431)285-3804x766,d63be7bf-9fa4-47da-9cac-15968ccc9df0,Sarah Williams,Philadelphia,07-07-2023,f55580c1-7e5e-4b6b-bf5b-bb7bdaf2ad7f,29-11-2022,Neighbor,Natural hot politics page. Full interest it. Full generation voice food brother could.,Resolved,Gina Baker,24-12-2022,Read add resource follow challenge garden allow until.,Low,4365.53
a7a59885-f105-4084-a57f-d2b645fec0f9,04f0fecb-2400-4790-8555-2fb6136c700a,Denise Lynn,7892,23-10-2022,12-02-2025,2570.49,Paid,"4222 Patel Ford
Reidville, AZ 18179",+1-929-633-9758x5214,0e77dcd9-f1c0-463f-964f-8f9b1d3b60fa,Kyle Cooper,New York,,,,,,,,,,,
910e5f96-5a07-49c3-8e2e-6c1edcd57e2d,5678419a-c2ed-475c-9501-6b85861a484d,Craig Fox,42767,20-09-2023,26-05-2026,1280.71,Paid,"757 Andrea Corners
North Chad, ME 93133",001-855-347-0706x509,dc0bbe40-110b-4fb4-98d4-96c774e90ec1,Charles Hall,Los Angeles,,,,,,,,,,,
f4909c57-78de-4afb-98a1-9411232c1520,907bf9ef-db39-4638-8670-6c0dfe227c00,Lisa Brown,127,,,,Paid,"2671 Gary Fork
New Samuel, LA 99094",(393)939-6470x35744,c32a3dde-de04-49bc-b504-d236816400a8,Donald Sawyer,Houston,01-07-2023,,,,,,,,,,
6930fc26-d06d-47b3-b8db-f10aec9480f8,fdddd754-eb48-4340-b926-cf5fd725c324,Jacqueline Donaldson,86035,,,,Paid,"9055 Katelyn Alley Suite 905
Jasonberg, TX 94015",(662)326-9786,2366112b-fee6-4bbb-a855-bf0e1d28c740,Jeanne Morales,New York,04-09-2023,40542813-8eb0-4d92-962f-a79e62327b17,02-10-2024,Billing,Move order throw with which film. Avoid change suffer inside dog join offer attention.,In Progress,Steven Williams,,,High,171.54
842d638b-f2e8-438a-a4f9-1d8266ea792a,c5416d6a-9304-4eab-bf0b-0625b98ed430,Stephen Wiggins,24727,16-09-2023,27-06-2026,2702.94,Overdue,"17739 Tamara Fork
Woodside, AL 50566",780.765.0598,50c182e4-a447-4a7e-bec2-7cdaedddb9ab,Mary Hodges,Philadelphia,,,,,,,,,,,
d6d3b849-fce8-48cb-a831-b7fc33b48db9,e91d4af8-20e9-4d61-b80f-f53e63693f37,Rachel Gay,54823,,,,Paid,"2032 Larry Plains
New Karen, OH 15905",001-405-486-2229x9695,88a244df-417a-4694-8b07-21edde577a2e,Nina Whitehead,New York,08-02-2024,e6646720-82b5-4919-bc33-1c2e2ccd2232,11-02-2023,Maintenance,Among effect eat success collection make from.,In Progress,Mary Carr,,,High,144.96
19a248b4-be34-4f86-8189-d8ecccefb62f,ddc2f855-6f8e-479c-a979-5a0570c22494,Kyle Lane,510,,,,Paid,"434 Andrade Corners Suite 670
Wilsonview, CT 89688",001-636-822-7728,6e09aed8-47fc-41c5-8488-cd2b9b29a358,Matthew Anthony,Philadelphia,12-11-2023,91a67517-6689-4c25-9b5b-e8a7dc6b8f88,25-01-2024,Security,Skill foot phone stock property.,Open,Tiffany Williams,,,Low,4864.03
2fef8ca9-34c5-4e66-b7fa-cd993c2e0b63,a6b2edab-e644-4841-b7dd-009ea32e4b94,Brandy Taylor,3738,23-06-2023,22-03-2026,2720.65,Overdue,"6618 Parker Motorway
South Scott, FM 69885",+1-747-914-7581x548,17f632a8-3d90-47e5-a311-3d3e8938c796,Michele Macias,Chicago,,d1150e7c-bb2c-4caa-b1a0-3154cfb32f96,21-04-2023,Billing,From successful successful site.,In Progress,Ronald Jacobson,,,Medium,145.85
a9ba1886-7f1e-43c1-a58d-69fc458f6f02,be9a93a0-df77-439e-9546-4e93c9d4ab9e,Sandra James,655,,,,Paid,"550 Peterson Trafficway
New Patrick, WV 67555",749.804.4622x65390,29a433b2-b957-4d17-86b0-ca3ff0ad679e,Amanda Miller DDS,Phoenix,07-01-2024,,,,,,,,,,
d3697bed-0395-4d1a-8b5b-0fbb73dc0174,bcddaf0e-fd8d-4a49-963d-aa379523ffe6,Diane Reid,72515,,,,Paid,"6977 Gary Ford
Shannonmouth, MN 22382",860-980-7213,7053611e-9872-4cf0-8795-78cbe1016020,Nicholas Davila,Phoenix,23-07-2023,8be4e6be-2c3f-4232-ab43-192f00614b4b,18-08-2024,Billing,Likely teacher cell from partner left ok. Young yourself information appear.,Resolved,Jay Alexander,14-09-2024,Remain brother billion community report learn watch.,Medium,3492.17
afe920e8-a8cf-4de2-b2c6-ecabdd6cf0bf,a21b5605-9334-4996-acc4-a2d5a08472dd,Jason Bailey,36171,,,,Paid,"87275 Henry Squares
Perezbury, MP 56055",400.551.4349,525229c7-3253-4138-8d5f-f254563c55c5,Natasha Harper,Philadelphia,03-02-2024,,,,,,,,,,
03e93640-1b17-4ea3-a1a4-ab267e331cf7,8b3c5753-09d7-45f4-bca1-58b3d1208166,Diane Payne,513,,,,Paid,"USS Simpson
FPO AE 72439",(562)449-4852x7852,63f095f4-ad25-4a3d-be7b-a6940dff4497,Samuel Scott,Dallas,27-03-2023,,,,,,,,,,
6f61aa29-610b-4171-85c0-0d356910b191,0c566cda-3bbf-4bbb-818b-b0d5c641046e,Heidi Hodges,6508,18-01-2023,26-04-2025,939.71,Paid,"Unit 0100 Box 8140
DPO AA 43016",001-278-681-8116,1d6247a5-8c4f-440f-a113-bf3559615e67,Robert Novak,San Jose,,,,,,,,,,,
5f73da73-161c-4a29-9530-4e6d123e3b7e,b1c0b2b5-1d96-46ee-b252-e7c7cd92cde0,Valerie Watkins,22811,26-01-2023,02-07-2026,808.29,Paid,"230 Sherry Spurs
Brianfort, ME 82978",4185006905,72cbec19-ffae-4254-bbd7-98f547843284,Mary Anderson,Los Angeles,,,,,,,,,,,
0cd814e2-e4a1-4eed-9d1a-76af37ff8102,221434bb-bdc5-4024-af7e-5d5a506d0d10,Alexandra Elliott,344,,,,Paid,"08237 James Ranch Suite 361
East Crystalberg, NM 01905",001-511-255-3831x38885,70735965-da63-4395-922b-7de23d05077e,Christopher Bell,Dallas,10-07-2023,,,,,,,,,,
5ed3787d-7025-4b01-bf98-4ce24ab63116,0ae6ae14-d963-4660-ba8a-65930ab83f47,Amber Green,257,01-09-2023,11-01-2025,1390.37,Paid,"59557 David Isle
Miguelport, PR 52096",642-203-0112x74547,514120e2-ba8f-4560-b919-b4b0b68de901,Mr. Douglas Graham,San Antonio,,,,,,,,,,,
